DATE,CONTRACT,START_UTC,END_UTC
2024-05-30,NQM4,2024-05-30 14:20:00+00:00,2024-05-30 14:55:00+00:00
2024-06-03,NQM4,2024-06-03 13:20:00+00:00,2024-06-03 13:55:00+00:00
2024-06-10,NQM4,2024-06-10 14:35:00+00:00,2024-06-10 19:40:00+00:00
2024-06-12,NQM4,2024-06-12 13:30:00+00:00,2024-06-12 19:30:00+00:00
2024-06-14,NQM4,2024-06-14 17:15:00+00:00,2024-06-14 18:10:00+00:00
2024-06-27,NQU4,2024-06-27 13:20:00+00:00,2024-06-27 15:35:00+00:00
2024-07-04,NQU4,2024-07-04 13:20:00+00:00,2024-07-04 15:10:00+00:00
2024-07-08,NQU4,2024-07-08 15:10:00+00:00,2024-07-08 16:05:00+00:00
2024-07-15,NQU4,2024-07-15 13:50:00+00:00,2024-07-15 15:35:00+00:00
2024-07-17,NQU4,2024-07-17 13:20:00+00:00,2024-07-17 14:00:00+00:00
2024-07-18,NQU4,2024-07-18 14:20:00+00:00,2024-07-18 16:15:00+00:00
2024-07-29,NQU4,2024-07-29 14:45:00+00:00,2024-07-29 15:35:00+00:00
2024-07-31,NQU4,2024-07-31 13:40:00+00:00,2024-07-31 14:15:00+00:00
2024-08-02,NQU4,2024-08-02 13:55:00+00:00,2024-08-02 14:55:00+00:00
2024-08-08,NQU4,2024-08-08 13:50:00+00:00,2024-08-08 15:20:00+00:00
2024-08-12,NQU4,2024-08-12 13:25:00+00:00,2024-08-12 14:00:00+00:00
2024-08-13,NQU4,2024-08-13 13:20:00+00:00,2024-08-13 14:40:00+00:00
2024-08-15,NQU4,2024-08-15 13:25:00+00:00,2024-08-15 16:50:00+00:00
2024-08-19,NQU4,2024-08-19 14:40:00+00:00,2024-08-19 15:20:00+00:00
2024-08-21,NQU4,2024-08-21 13:40:00+00:00,2024-08-21 14:20:00+00:00
2024-08-23,NQU4,2024-08-23 13:50:00+00:00,2024-08-23 14:25:00+00:00
2024-08-26,NQU4,2024-08-26 13:35:00+00:00,2024-08-26 14:15:00+00:00
2024-08-28,NQU4,2024-08-28 13:25:00+00:00,2024-08-28 14:25:00+00:00
2024-08-30,NQU4,2024-08-30 13:40:00+00:00,2024-08-30 14:15:00+00:00
2024-09-19,NQZ4,2024-09-19 14:00:00+00:00,2024-09-19 15:00:00+00:00
2024-09-20,NQZ4,2024-09-20 14:35:00+00:00,2024-09-20 15:10:00+00:00
2024-09-25,NQZ4,2024-09-25 13:20:00+00:00,2024-09-25 14:35:00+00:00
2024-09-26,NQZ4,2024-09-26 13:20:00+00:00,2024-09-26 15:50:00+00:00
2024-09-30,NQZ4,2024-09-30 13:20:00+00:00,2024-09-30 14:00:00+00:00
2024-10-07,NQZ4,2024-10-07 14:05:00+00:00,2024-10-07 14:45:00+00:00
2024-10-09,NQZ4,2024-10-09 14:00:00+00:00,2024-10-09 14:55:00+00:00
2024-10-16,NQZ4,2024-10-16 13:20:00+00:00,2024-10-16 17:55:00+00:00
2024-10-21,NQZ4,2024-10-21 13:25:00+00:00,2024-10-21 14:35:00+00:00
2024-10-22,NQZ4,2024-10-22 13:55:00+00:00,2024-10-22 14:50:00+00:00
2024-10-24,NQZ4,2024-10-24 13:20:00+00:00,2024-10-24 14:00:00+00:00
2024-10-28,NQZ4,2024-10-28 13:30:00+00:00,2024-10-28 14:05:00+00:00
2024-10-30,NQZ4,2024-10-30 13:20:00+00:00,2024-10-30 14:00:00+00:00
2024-10-31,NQZ4,2024-10-31 13:20:00+00:00,2024-10-31 14:30:00+00:00
2024-11-01,NQZ4,2024-11-01 13:30:00+00:00,2024-11-01 14:05:00+00:00
2024-11-07,NQZ4,2024-11-07 14:20:00+00:00,2024-11-07 14:55:00+00:00
2024-11-13,NQZ4,2024-11-13 14:50:00+00:00,2024-11-13 15:40:00+00:00
2024-11-14,NQZ4,2024-11-14 14:30:00+00:00,2024-11-14 15:35:00+00:00
2024-11-19,NQZ4,2024-11-19 15:50:00+00:00,2024-11-19 17:00:00+00:00
2024-11-20,NQZ4,2024-11-20 14:20:00+00:00,2024-11-20 21:00:00+00:00
2024-11-22,NQZ4,2024-11-22 14:20:00+00:00,2024-11-22 15:00:00+00:00
2024-11-28,NQZ4,2024-11-28 14:20:00+00:00,2024-11-28 15:05:00+00:00
2024-11-29,NQZ4,2024-11-29 14:45:00+00:00,2024-11-29 15:55:00+00:00
2024-12-06,NQZ4,2024-12-06 14:25:00+00:00,2024-12-06 16:00:00+00:00
2024-12-10,NQZ4,2024-12-10 14:25:00+00:00,2024-12-10 15:00:00+00:00
2024-12-13,NQZ4,2024-12-13 14:30:00+00:00,2024-12-13 15:25:00+00:00
2024-12-16,NQZ4,2024-12-16 14:20:00+00:00,2024-12-16 14:55:00+00:00
2025-01-03,NQH5,2025-01-03 14:20:00+00:00,2025-01-03 17:20:00+00:00
2025-01-06,NQH5,2025-01-06 14:20:00+00:00,2025-01-06 14:55:00+00:00
2025-01-14,NQH5,2025-01-14 15:45:00+00:00,2025-01-14 17:25:00+00:00
2025-01-16,NQH5,2025-01-16 14:30:00+00:00,2025-01-16 15:15:00+00:00
2025-01-20,NQH5,2025-01-20 14:20:00+00:00,2025-01-20 15:05:00+00:00
2025-01-22,NQH5,2025-01-22 14:20:00+00:00,2025-01-22 16:00:00+00:00
2025-01-23,NQH5,2025-01-23 15:20:00+00:00,2025-01-23 16:15:00+00:00
2025-01-27,NQH5,2025-01-27 14:25:00+00:00,2025-01-27 15:25:00+00:00
2025-01-29,NQH5,2025-01-29 14:20:00+00:00,2025-01-29 15:00:00+00:00
2025-01-31,NQH5,2025-01-31 14:30:00+00:00,2025-01-31 16:30:00+00:00
2025-02-04,NQH5,2025-02-04 14:25:00+00:00,2025-02-04 16:05:00+00:00
2025-02-05,NQH5,2025-02-05 14:25:00+00:00,2025-02-05 15:00:00+00:00
2025-02-11,NQH5,2025-02-11 14:55:00+00:00,2025-02-11 16:10:00+00:00
2025-02-18,NQH5,2025-02-18 14:20:00+00:00,2025-02-18 16:00:00+00:00
2025-02-20,NQH5,2025-02-20 14:30:00+00:00,2025-02-20 15:25:00+00:00
2025-02-21,NQH5,2025-02-21 14:25:00+00:00,2025-02-21 16:05:00+00:00
2025-02-25,NQH5,2025-02-25 14:40:00+00:00,2025-02-25 16:00:00+00:00
2025-03-04,NQH5,2025-03-04 14:45:00+00:00,2025-03-04 16:55:00+00:00
2025-03-13,NQH5,2025-03-13 13:40:00+00:00,2025-03-13 14:15:00+00:00
2025-03-14,NQH5,2025-03-14 13:20:00+00:00,2025-03-14 14:00:00+00:00
2025-03-19,NQH5,2025-03-19 13:40:00+00:00,2025-03-19 16:20:00+00:00
2025-04-10,NQM5,2025-04-10 13:45:00+00:00,2025-04-10 14:25:00+00:00
2025-04-17,NQM5,2025-04-17 13:20:00+00:00,2025-04-17 14:00:00+00:00
2025-04-23,NQM5,2025-04-23 13:20:00+00:00,2025-04-23 14:05:00+00:00
2025-04-24,NQM5,2025-04-24 13:20:00+00:00,2025-04-24 15:35:00+00:00
2025-05-02,NQM5,2025-05-02 14:00:00+00:00,2025-05-02 14:50:00+00:00
2025-05-08,NQM5,2025-05-08 13:20:00+00:00,2025-05-08 14:10:00+00:00
2025-05-09,NQM5,2025-05-09 14:15:00+00:00,2025-05-09 14:55:00+00:00
2025-06-03,NQM5,2025-06-03 13:30:00+00:00,2025-06-03 14:10:00+00:00
2025-06-06,NQM5,2025-06-06 13:25:00+00:00,2025-06-06 14:35:00+00:00
2025-06-09,NQM5,2025-06-09 14:00:00+00:00,2025-06-09 20:00:00+00:00
2025-06-12,NQM5,2025-06-12 13:30:00+00:00,2025-06-12 14:05:00+00:00
2025-06-16,NQM5,2025-06-16 13:20:00+00:00,2025-06-16 15:00:00+00:00
2025-06-19,NQU5,2025-06-19 13:25:00+00:00,2025-06-19 14:20:00+00:00
2025-06-23,NQU5,2025-06-23 13:50:00+00:00,2025-06-23 16:00:00+00:00
2025-06-30,NQU5,2025-06-30 13:20:00+00:00,2025-06-30 16:10:00+00:00
2025-07-01,NQU5,2025-07-01 14:20:00+00:00,2025-07-01 15:35:00+00:00
2025-07-03,NQU5,2025-07-03 13:20:00+00:00,2025-07-03 14:55:00+00:00
2025-07-08,NQU5,2025-07-08 13:20:00+00:00,2025-07-08 13:55:00+00:00
2025-07-18,NQU5,2025-07-18 13:50:00+00:00,2025-07-18 14:50:00+00:00
2025-07-23,NQU5,2025-07-23 13:20:00+00:00,2025-07-23 14:30:00+00:00
2025-08-01,NQU5,2025-08-01 13:20:00+00:00,2025-08-01 14:25:00+00:00
2025-08-12,NQU5,2025-08-12 15:00:00+00:00,2025-08-12 17:35:00+00:00
2025-08-14,NQU5,2025-08-14 14:20:00+00:00,2025-08-14 14:55:00+00:00
2025-08-15,NQU5,2025-08-15 13:20:00+00:00,2025-08-15 13:55:00+00:00
2025-08-20,NQU5,2025-08-20 13:20:00+00:00,2025-08-20 15:15:00+00:00
2025-08-25,NQU5,2025-08-25 13:50:00+00:00,2025-08-25 14:25:00+00:00
2025-08-29,NQU5,2025-08-29 13:25:00+00:00,2025-08-29 14:45:00+00:00
2025-09-02,NQU5,2025-09-02 15:25:00+00:00,2025-09-02 16:20:00+00:00
2025-09-04,NQU5,2025-09-04 13:50:00+00:00,2025-09-04 14:30:00+00:00
2025-09-05,NQU5,2025-09-05 14:05:00+00:00,2025-09-05 14:40:00+00:00
2025-09-08,NQU5,2025-09-08 13:20:00+00:00,2025-09-08 17:10:00+00:00
2025-09-17,NQU5,2025-09-17 14:10:00+00:00,2025-09-17 14:45:00+00:00
2025-09-22,NQZ5,2025-09-22 13:20:00+00:00,2025-09-22 15:20:00+00:00
2025-09-23,NQZ5,2025-09-23 13:30:00+00:00,2025-09-23 15:55:00+00:00
2025-10-08,NQZ5,2025-10-08 13:20:00+00:00,2025-10-08 13:55:00+00:00
2025-10-17,NQZ5,2025-10-17 13:40:00+00:00,2025-10-17 14:40:00+00:00
2025-11-06,NQZ5,2025-11-06 14:20:00+00:00,2025-11-06 14:55:00+00:00
2025-11-11,NQZ5,2025-11-11 15:00:00+00:00,2025-11-11 15:50:00+00:00
2025-11-13,NQZ5,2025-11-13 14:20:00+00:00,2025-11-13 15:00:00+00:00
2025-11-17,NQZ5,2025-11-17 16:00:00+00:00,2025-11-17 16:35:00+00:00
2025-11-18,NQZ5,2025-11-18 14:30:00+00:00,2025-11-18 15:30:00+00:00
2025-11-19,NQZ5,2025-11-19 14:30:00+00:00,2025-11-19 15:45:00+00:00
2025-11-25,NQZ5,2025-11-25 14:30:00+00:00,2025-11-25 15:50:00+00:00
2025-11-28,NQZ5,2025-11-28 15:35:00+00:00,2025-11-28 16:30:00+00:00
2025-12-01,NQZ5,2025-12-01 14:40:00+00:00,2025-12-01 15:15:00+00:00
2025-12-02,NQZ5,2025-12-02 14:20:00+00:00,2025-12-02 14:55:00+00:00
2025-12-24,NQH6,2025-12-24 15:50:00+00:00,2025-12-24 17:25:00+00:00
